it_global,loss
517,0.1826711744070053
518,0.18224868178367615
519,0.18182861804962158
520,0.18141014873981476
521,0.1809929609298706
522,0.18057730793952942
523,0.1801624745130539
524,0.17974691092967987
525,0.17932921648025513
526,0.17890924215316772
527,0.1784854382276535
528,0.17805729806423187
529,0.1776244193315506
530,0.17718645930290222
531,0.1767430603504181
532,0.17629474401474
533,0.1758410930633545
534,0.17538180947303772
535,0.17491674423217773
536,0.17444613575935364
537,0.17397022247314453
538,0.17348825931549072
539,0.17300012707710266
540,0.18451881408691406
541,0.1840249001979828
542,0.18354293704032898
543,0.1830706000328064
544,0.18260878324508667
545,0.18215733766555786
546,0.18171539902687073
547,0.18128140270709991
548,0.180853009223938
549,0.18042804300785065
550,0.18000319600105286
551,0.1795755922794342
552,0.17914438247680664
553,0.17870885133743286
554,0.1782689094543457
555,0.17782583832740784
556,0.17738057672977448
557,0.17693302035331726
558,0.17648352682590485
559,0.17603152990341187
560,0.1755768209695816
561,0.17511802911758423
562,0.17465388774871826
563,0.17418357729911804
564,0.1737052947282791
565,0.1732192039489746
566,0.17272430658340454
567,0.17222122848033905
568,0.1717102825641632
569,0.17119082808494568
570,0.18486668169498444
571,0.18435262143611908
572,0.18385188281536102
573,0.18336576223373413
574,0.1828944981098175
575,0.1824369579553604
576,0.1819920837879181
577,0.18155692517757416
578,0.18113064765930176
579,0.18071132898330688
580,0.1802978813648224
581,0.17988935112953186
582,0.17948421835899353
583,0.17908084392547607
584,0.17867788672447205
585,0.17827361822128296
586,0.1778656542301178
587,0.17745330929756165
588,0.17703565955162048
589,0.1766112744808197
590,0.1761801540851593
591,0.17574265599250793
592,0.1752994954586029
593,0.17485234141349792
594,0.17440170049667358
595,0.17394691705703735
596,0.173488587141037
597,0.1730261743068695
598,0.1725594699382782
599,0.17208829522132874
600,0.18437275290489197
601,0.18386849761009216
602,0.1833755075931549
603,0.18289417028427124
604,0.18242567777633667
605,0.1819697916507721
606,0.18152540922164917
607,0.1810927838087082
608,0.1806701123714447
609,0.1802540421485901
610,0.1798432469367981
611,0.17943567037582397
612,0.17902877926826477
613,0.1786208152770996
614,0.17821073532104492
615,0.177797332406044
616,0.177378848195076
617,0.17695558071136475
618,0.17652656137943268
619,0.17609155178070068
620,0.17565083503723145
621,0.1752053052186966
622,0.1747550070285797
623,0.1742996871471405
624,0.17383895814418793
625,0.17337268590927124
626,0.17290019989013672
627,0.17242133617401123
628,0.17193572223186493
629,0.17144346237182617
630,0.18601901829242706
631,0.1854850947856903
632,0.18496404588222504
633,0.18445748090744019
634,0.1839638352394104
635,0.18348246812820435
636,0.18301309645175934
637,0.18255549669265747
638,0.18210795521736145
639,0.18166878819465637
640,0.18123455345630646
641,0.1808021068572998
642,0.18037039041519165
643,0.1799367368221283
644,0.1794995367527008
645,0.17905837297439575
646,0.17861205339431763
647,0.17815953493118286
648,0.17770077288150787
649,0.17723658680915833
650,0.1767667829990387
651,0.17629192769527435
652,0.1758110225200653
653,0.17532524466514587
654,0.1748335063457489
655,0.17433542013168335
656,0.1738307923078537
657,0.17331990599632263
658,0.17280222475528717
659,0.17227831482887268
660,0.18694794178009033
661,0.18646910786628723
662,0.18600356578826904
663,0.18554893136024475
664,0.18510490655899048
665,0.18466857075691223
666,0.18423786759376526
667,0.18381132185459137
668,0.18338683247566223
669,0.18296289443969727
670,0.1825384795665741
671,0.18211276829242706
672,0.18168504536151886
673,0.18125483393669128
674,0.18082180619239807
675,0.1803857386112213
676,0.1799463927745819
677,0.1795034259557724
678,0.17905698716640472
679,0.17860767245292664
680,0.1781548261642456
681,0.17769855260849
682,0.17723892629146576
683,0.17677569389343262
684,0.17630846798419952
685,0.17583584785461426
686,0.17535802721977234
687,0.17487461864948273
688,0.17438501119613647
689,0.17388851940631866
690,0.18864503502845764
691,0.18812592327594757
692,0.18761542439460754
693,0.18711403012275696
694,0.1866224855184555
695,0.18613961338996887
696,0.1856655776500702
697,0.18519940972328186
698,0.18474045395851135
699,0.18428757786750793
700,0.18384084105491638
701,0.18339857459068298
702,0.18296030163764954
703,0.18252477049827576
704,0.18209023773670197
705,0.18165507912635803
706,0.18121761083602905
707,0.1807774305343628
708,0.18033373355865479
709,0.179884672164917
710,0.17942990362644196
711,0.17896953225135803
712,0.17850354313850403
713,0.17803117632865906
714,0.1775524914264679
715,0.17706790566444397
716,0.17657703161239624
717,0.17608022689819336
718,0.175577312707901
719,0.1750674843788147
720,0.18652382493019104
721,0.1860152930021286
722,0.18551693856716156
723,0.18502917885780334
724,0.18455249071121216
725,0.18408545851707458
726,0.1836276799440384
727,0.1831781268119812
728,0.1827348917722702
729,0.18229615688323975
730,0.1818602979183197
731,0.18142637610435486
732,0.1809922456741333
733,0.18055710196495056
734,0.18011939525604248
735,0.17967846989631653
736,0.1792343109846115
737,0.1787867248058319
738,0.17833590507507324
739,0.1778821349143982
740,0.17742420732975006
741,0.1769608110189438
742,0.1764909327030182
743,0.17601493000984192
744,0.17553198337554932
745,0.17504113912582397
746,0.17454196512699127
747,0.174034982919693
748,0.17351959645748138
749,0.17299599945545197
750,0.1857140213251114
751,0.18523868918418884
752,0.18477290868759155
753,0.1843169629573822
754,0.18386900424957275
755,0.18342921137809753
756,0.18299707770347595
757,0.1825718879699707
758,0.18215236067771912
759,0.18173685669898987
760,0.18132323026657104
761,0.1809093952178955
762,0.18049421906471252
763,0.1800752580165863
764,0.17965278029441833
765,0.17922595143318176
766,0.17879365384578705
767,0.17835545539855957
768,0.17791087925434113
769,0.1774599850177765
770,0.17700207233428955
771,0.17653697729110718
772,0.17606523633003235
773,0.1755864918231964
774,0.1751004159450531
775,0.17460627853870392
776,0.1741047203540802
777,0.17359629273414612
778,0.17308136820793152
779,0.17255917191505432
780,0.1848272681236267
781,0.18432138860225677
