frame_idx,PSNR,SSIM,LPIPS
0,18.136098861694336,0.9255689382553101,
1,18.66111946105957,0.932081401348114,
2,19.157508850097656,0.9369518160820007,
3,19.224668502807617,0.9383349418640137,
4,18.916662216186523,0.9369386434555054,
5,18.510164260864258,0.9349470138549805,
6,18.32391357421875,0.9326552748680115,
7,18.458284378051758,0.9313573837280273,
8,18.61425018310547,0.9325839877128601,
9,18.658660888671875,0.932883620262146,
10,18.605323791503906,0.9320494532585144,
11,18.46396255493164,0.9309221506118774,
12,18.27949333190918,0.9298233985900879,
13,18.08308219909668,0.9279526472091675,
14,17.956823348999023,0.9253263473510742,
15,17.913585662841797,0.9242410063743591,
16,17.867555618286133,0.9239057898521423,
17,17.84398078918457,0.9242324829101562,
18,17.82003402709961,0.9246787428855896,
19,17.790969848632812,0.9251925945281982,
20,17.744565963745117,0.925510585308075,
21,17.680448532104492,0.9275323748588562,
22,17.74653434753418,0.9312841296195984,
23,17.811264038085938,0.9334284663200378,
24,17.785757064819336,0.9338085055351257,
25,17.56705093383789,0.9308996200561523,
26,17.32827377319336,0.927001416683197,
27,17.198625564575195,0.9223545789718628,
28,17.170272827148438,0.921698272228241,
29,17.166553497314453,0.9220600128173828,
30,17.17479133605957,0.923288106918335,
31,17.234294891357422,0.9266947507858276,
32,17.461349487304688,0.9304080009460449,
33,17.74945640563965,0.9340195655822754,
34,17.96251678466797,0.9363746643066406,
35,18.23994255065918,0.9392299652099609,
36,18.292129516601562,0.9397577047348022,
37,18.254634857177734,0.9394289255142212,
38,18.157390594482422,0.9384848475456238,
39,18.024391174316406,0.9371249079704285,
40,17.807456970214844,0.9347895383834839,
41,17.69891357421875,0.9335542917251587,
42,17.60801124572754,0.9324777126312256,
43,17.49925994873047,0.93111252784729,
44,17.3848819732666,0.9310552477836609,
45,17.47833251953125,0.933825671672821,
46,17.71512222290039,0.936208188533783,
47,17.949119567871094,0.9380238056182861,
48,17.931453704833984,0.9363448023796082,
49,17.614107131958008,0.9321920275688171,
50,17.253124237060547,0.9270228743553162,
51,17.137453079223633,0.9227948188781738,
52,17.137348175048828,0.9219760298728943,
53,17.13715362548828,0.921761691570282,
54,17.14014434814453,0.921627402305603,
55,17.161075592041016,0.9219746589660645,
56,17.208202362060547,0.9229938983917236,
57,17.256147384643555,0.9239599108695984,
58,17.287403106689453,0.9243359565734863,
59,17.314884185791016,0.9245378375053406,
60,17.33415985107422,0.9246315956115723,
61,17.353971481323242,0.9247336387634277,
62,17.3731689453125,0.924813449382782,
63,17.392194747924805,0.9249224662780762,
64,17.405521392822266,0.92509526014328,
65,17.40688705444336,0.9250601530075073,
66,17.377803802490234,0.9240128397941589,
67,17.325918197631836,0.9222873449325562,
68,17.246826171875,0.920257568359375,
69,17.201763153076172,0.9189812541007996,
70,17.184236526489258,0.9180560111999512,
71,17.207176208496094,0.9180518388748169,
72,17.255849838256836,0.9187190532684326,
73,17.294700622558594,0.9192840456962585,
74,17.503416061401367,0.925724446773529,
75,17.921878814697266,0.9318749904632568,
76,18.282066345214844,0.9366703033447266,
77,18.078536987304688,0.9331717491149902,
78,17.69197654724121,0.9267940521240234,
79,17.594676971435547,0.921882152557373,
80,17.66890525817871,0.9217255115509033,
81,17.763431549072266,0.9224313497543335,
82,17.84328269958496,0.9237565994262695,
83,18.006694793701172,0.9255797266960144,
84,18.330322265625,0.9283487796783447,
85,18.494543075561523,0.9294316172599792,
86,18.681747436523438,0.9314994812011719,
87,18.660568237304688,0.931178092956543,
88,18.592639923095703,0.9277710914611816,
89,18.321441650390625,0.9214329719543457,
