frame_idx,PSNR,SSIM,LPIPS
0,18.118093490600586,0.9286694526672363,
1,18.613357543945312,0.9344968795776367,
2,19.080135345458984,0.9389227628707886,
3,19.112323760986328,0.9395999908447266,
4,18.757434844970703,0.9373185634613037,
5,18.3399715423584,0.9348764419555664,
6,18.129638671875,0.9320334792137146,
7,18.23493003845215,0.9304345846176147,
8,18.39410400390625,0.9320938587188721,
9,18.448305130004883,0.9330121874809265,
10,18.383363723754883,0.9327535033226013,
11,18.206865310668945,0.9314212799072266,
12,17.978748321533203,0.9296671748161316,
13,17.76190757751465,0.9276736974716187,
14,17.63631820678711,0.9254481196403503,
15,17.58930206298828,0.9248232841491699,
16,17.5382137298584,0.9247417449951172,
17,17.49981689453125,0.924813985824585,
18,17.458066940307617,0.924679160118103,
19,17.419048309326172,0.9245879650115967,
20,17.3767147064209,0.9244093894958496,
21,17.33129119873047,0.9260923266410828,
22,17.423322677612305,0.929766058921814,
23,17.53260612487793,0.9321568012237549,
24,17.564380645751953,0.9329241514205933,
25,17.406240463256836,0.930383563041687,
26,17.220483779907227,0.9268574714660645,
27,17.133939743041992,0.9226289987564087,
28,17.130767822265625,0.9221477508544922,
29,17.133024215698242,0.922355055809021,
30,17.135540008544922,0.9232889413833618,
31,17.18642807006836,0.9264213442802429,
32,17.406185150146484,0.9299710988998413,
33,17.690696716308594,0.9335392713546753,
34,17.904664993286133,0.9359292984008789,
35,18.182241439819336,0.938819408416748,
36,18.235183715820312,0.9393577575683594,
37,18.194398880004883,0.9389569163322449,
38,18.096271514892578,0.9379605650901794,
39,17.96380043029785,0.9365739822387695,
40,17.75020980834961,0.9342252016067505,
41,17.642566680908203,0.9329584836959839,
42,17.552978515625,0.9318568110466003,
43,17.448843002319336,0.9305175542831421,
44,17.34249496459961,0.930555522441864,
45,17.446327209472656,0.9334918260574341,
46,17.69717788696289,0.9361014366149902,
47,17.945316314697266,0.9381467700004578,
48,17.93777084350586,0.9366250038146973,
49,17.621278762817383,0.9325218200683594,
50,17.255224227905273,0.9273473620414734,
51,17.131765365600586,0.9230861663818359,
52,17.125133514404297,0.9222660064697266,
53,17.122663497924805,0.9221328496932983,
54,17.1259708404541,0.9220808744430542,
55,17.139875411987305,0.922248363494873,
56,17.171756744384766,0.9227880239486694,
57,17.20619773864746,0.9234131574630737,
58,17.232948303222656,0.9238492846488953,
59,17.25795555114746,0.9242178201675415,
60,17.27370834350586,0.9244099855422974,
61,17.28855323791504,0.9245688915252686,
62,17.30048370361328,0.9246729612350464,
63,17.310718536376953,0.924741268157959,
64,17.315597534179688,0.9247416853904724,
65,17.314165115356445,0.9246317744255066,
66,17.29925537109375,0.9242144823074341,
67,17.272666931152344,0.9234709739685059,
68,17.223878860473633,0.9222475290298462,
69,17.19074058532715,0.9214515686035156,
70,17.1739501953125,0.9210125803947449,
71,17.183063507080078,0.9211689829826355,
72,17.207551956176758,0.921781063079834,
73,17.230056762695312,0.9225978851318359,
74,17.411117553710938,0.9292919635772705,
75,17.801856994628906,0.9357702136039734,
76,18.11039924621582,0.9406392574310303,
77,17.899757385253906,0.9374502897262573,
78,17.49578857421875,0.9309431910514832,
79,17.346284866333008,0.9253710508346558,
80,17.34779167175293,0.9243637919425964,
81,17.34796905517578,0.9239840507507324,
82,17.330554962158203,0.9245320558547974,
83,17.40951919555664,0.926215410232544,
84,17.607589721679688,0.9285570979118347,
85,17.66036605834961,0.9293279647827148,
86,17.671672821044922,0.930518388748169,
87,17.546611785888672,0.9293023943901062,
88,17.50094985961914,0.9268672466278076,
89,17.42905616760254,0.9247357249259949,
