frame_idx,PSNR,SSIM,LPIPS
0,24.85717010498047,0.9844942092895508,
1,24.878244400024414,0.9846712946891785,
2,24.879066467285156,0.9847016334533691,
3,24.870298385620117,0.984670877456665,
4,24.854726791381836,0.9846134185791016,
5,24.729663848876953,0.9842638969421387,
6,24.8088436126709,0.9844293594360352,
7,24.784347534179688,0.9843162298202515,
8,24.767166137695312,0.9842392206192017,
9,24.75348472595215,0.9841833114624023,
10,24.747806549072266,0.9841759204864502,
11,24.74852752685547,0.984207272529602,
12,24.751583099365234,0.9842402338981628,
13,24.756929397583008,0.9842749834060669,
14,24.761640548706055,0.9843044281005859,
15,24.768062591552734,0.9843399524688721,
16,24.771686553955078,0.9843613505363464,
17,24.774818420410156,0.9843792915344238,
18,24.775793075561523,0.9843913912773132,
19,24.774877548217773,0.984398365020752,
20,24.771343231201172,0.9843946695327759,
21,24.764270782470703,0.984373927116394,
22,24.756301879882812,0.9843478202819824,
23,24.745140075683594,0.9843071699142456,
24,24.73566436767578,0.9842733144760132,
25,24.72405433654785,0.9842318296432495,
26,24.717182159423828,0.9842111468315125,
27,24.71206283569336,0.9842003583908081,
28,24.70982551574707,0.9842004179954529,
29,24.71054458618164,0.9842138290405273,
30,24.712055206298828,0.9842292666435242,
31,24.71672248840332,0.9842562675476074,
32,24.720352172851562,0.9842737913131714,
33,24.725013732910156,0.9842893481254578,
34,24.728219985961914,0.9842952489852905,
35,24.732759475708008,0.9843026399612427,
36,24.736576080322266,0.984311044216156,
37,24.741308212280273,0.9843244552612305,
38,24.745481491088867,0.9843394160270691,
39,24.749670028686523,0.9843568801879883,
40,24.754220962524414,0.9843789339065552,
41,24.756174087524414,0.9843910932540894,
42,24.756710052490234,0.9843950271606445,
43,24.754169464111328,0.9843829870223999,
44,24.7507266998291,0.9843875765800476,
45,24.74412727355957,0.9847164154052734,
46,24.737606048583984,0.9854984283447266,
47,24.77178192138672,0.9858537912368774,
48,24.742008209228516,0.9849398136138916,
49,24.745128631591797,0.9849830865859985,
50,24.747329711914062,0.9855279326438904,
51,24.751136779785156,0.9849416017532349,
52,24.75322914123535,0.9845911860466003,
53,24.752941131591797,0.9844088554382324,
54,24.750438690185547,0.9843312501907349,
55,24.64747428894043,0.9840518236160278,
56,24.74382209777832,0.9842934608459473,
57,24.74065399169922,0.9842821955680847,
58,24.737045288085938,0.9842710494995117,
59,24.734474182128906,0.9842647314071655,
60,24.73166275024414,0.9842581152915955,
61,24.729366302490234,0.9842507839202881,
62,24.72663688659668,0.9842401742935181,
63,24.724863052368164,0.98423171043396,
64,24.723224639892578,0.984222412109375,
65,24.72315216064453,0.9842193126678467,
66,24.723861694335938,0.9842195510864258,
67,24.72572135925293,0.9842257499694824,
68,24.728715896606445,0.9842364192008972,
69,24.732074737548828,0.9842490553855896,
70,24.73691177368164,0.9842667579650879,
71,24.740570068359375,0.9842807650566101,
72,24.74448013305664,0.9842955470085144,
73,24.74725341796875,0.9843058586120605,
74,24.749765396118164,0.9843150973320007,
75,24.75136947631836,0.9843207597732544,
76,24.7519474029541,0.984322726726532,
77,24.75141143798828,0.984320342540741,
78,24.75003433227539,0.9843144416809082,
79,24.74778938293457,0.9843050837516785,
80,24.744457244873047,0.9842910766601562,
81,24.74043846130371,0.9842734336853027,
82,24.735090255737305,0.984250009059906,
83,24.729381561279297,0.9842232465744019,
84,24.72219467163086,0.9841896295547485,
85,24.71477508544922,0.9841524958610535,
86,24.706130981445312,0.9841090440750122,
87,24.697834014892578,0.9840642809867859,
88,24.688220977783203,0.9840126037597656,
89,24.679187774658203,0.9839596152305603,
