iteracion,loss
0,0.15811815857887268
1,0.15378595888614655
2,0.14677612483501434
3,0.14556896686553955
4,0.12995213270187378
5,0.14122146368026733
6,0.12379635870456696
7,0.11848852783441544
8,0.11762608587741852
9,0.1285685896873474
10,0.12340380251407623
11,0.11601953208446503
12,0.10493923723697662
13,0.11026690900325775
14,0.10927601158618927
15,0.11385831236839294
16,0.11468961089849472
17,0.11147134751081467
18,0.11318161338567734
19,0.09719693660736084
20,0.09641079604625702
21,0.0928151085972786
22,0.10550560057163239
23,0.09800202399492264
24,0.09961722791194916
25,0.09825815260410309
26,0.09143595397472382
27,0.09538289904594421
28,0.08686767518520355
29,0.09333284199237823
30,0.08322705328464508
31,0.08593551814556122
32,0.0895332545042038
33,0.09087574481964111
34,0.0885859876871109
35,0.0833367258310318
36,0.08149459213018417
37,0.07486507296562195
38,0.0788244977593422
39,0.08206461369991302
40,0.08757363259792328
41,0.08126984536647797
42,0.07987859100103378
43,0.0726560577750206
44,0.06977041810750961
45,0.08182267099618912
46,0.06776745617389679
47,0.07004816830158234
48,0.07063040137290955
49,0.06811459362506866
50,0.07166054844856262
51,0.06440120935440063
52,0.06170816719532013
53,0.06023756414651871
54,0.06836681067943573
55,0.06290280818939209
56,0.06025493144989014
57,0.07201660424470901
58,0.06783562898635864
59,0.05509839206933975
60,0.06508924812078476
61,0.054132573306560516
62,0.054240740835666656
63,0.06472106277942657
64,0.05282317474484444
65,0.06284491717815399
66,0.06616093963384628
67,0.06463013589382172
68,0.05862830579280853
69,0.049111854285001755
70,0.0588945671916008
71,0.05565722659230232
72,0.055037327110767365
73,0.05347573757171631
74,0.05764421075582504
75,0.058932170271873474
76,0.05593208968639374
77,0.04795851558446884
78,0.04863239824771881
79,0.05570194870233536
80,0.05520574003458023
81,0.05511052533984184
82,0.04545619338750839
83,0.05508976802229881
84,0.05038938298821449
85,0.055595699697732925
86,0.04844580590724945
87,0.0502285435795784
88,0.05320877954363823
89,0.048759184777736664
90,0.04800277575850487
91,0.046451035887002945
92,0.045461662113666534
93,0.047761283814907074
94,0.04853801801800728
95,0.045255839824676514
96,0.046652473509311676
97,0.04671250283718109
98,0.04642026498913765
99,0.04689667373895645
100,0.047247081995010376
101,0.04468907415866852
102,0.04117877036333084
103,0.04478318244218826
104,0.04587550461292267
105,0.04457242414355278
106,0.04360751807689667
107,0.04057784751057625
108,0.04353205859661102
109,0.04439602792263031
110,0.045486319810152054
111,0.042645163834095
112,0.041605956852436066
113,0.043048061430454254
114,0.043377835303545
115,0.04323709011077881
116,0.03843897208571434
117,0.0429144948720932
118,0.041508421301841736
119,0.03785421699285507
120,0.04207003861665726
121,0.04183661937713623
122,0.04279012233018875
123,0.038436856120824814
124,0.035440027713775635
125,0.041857197880744934
126,0.042413435876369476
127,0.03779225051403046
128,0.04165678471326828
129,0.04370735213160515
130,0.040997546166181564
131,0.03982958570122719
132,0.04216834157705307
133,0.03802870586514473
134,0.04119906201958656
135,0.03531591594219208
136,0.040915150195360184
137,0.040868550539016724
138,0.03991379588842392
139,0.0395999550819397
140,0.03391340374946594
141,0.041349224746227264
142,0.03542523831129074
143,0.04004862159490585
144,0.038838405162096024
145,0.04084077477455139
146,0.04021405056118965
147,0.03849571943283081
148,0.040021445602178574
149,0.039625220000743866
150,0.040281347930431366
151,0.03312958776950836
152,0.0402241051197052
153,0.03893216326832771
154,0.03213227540254593
155,0.03716933727264404
156,0.03745406121015549
157,0.03718182444572449
158,0.040078163146972656
159,0.03472254052758217
160,0.04021041840314865
161,0.03936965391039848
162,0.03903438523411751
163,0.03748704493045807
164,0.03561404347419739
165,0.03461317718029022
166,0.0387088842689991
167,0.03664672002196312
168,0.03665050119161606
169,0.037835270166397095
170,0.03332880511879921
171,0.03592254966497421
172,0.03691897541284561
173,0.036314427852630615
174,0.034357763826847076
175,0.035526424646377563
176,0.03929157927632332
177,0.03872649744153023
178,0.03550315648317337
179,0.0382104255259037
180,0.034651290625333786
181,0.03782639652490616
182,0.037289805710315704
183,0.038120582699775696
184,0.037839625030756
185,0.03768053278326988
186,0.040044285356998444
187,0.039697546511888504
188,0.03464124724268913
189,0.036995984613895416
190,0.039444129914045334
191,0.03878430277109146
192,0.03195086121559143
193,0.036342546343803406
194,0.03596176952123642
